Taxpayer_ID,Business_Type,Region,Years_in_Business,Employee_Count,Annual_Revenue,Annual_Expenses,Net_Profit,Taxable_Income,Expected_Tax,Declared_Tax,VAT_Collected,VAT_Paid,Previous_Audits,Previous_Violations,Late_Payments,Industry_Risk,Cash_Transactions_Percentage,Missing_Documents,Invoice_Mismatch,Expense_Ratio,Profit_Margin,Revenue_per_Employee,Tax_Gap,Fraud
130056,IT,Sohag,13,11,529281.73,304192.36,225089.37,214824.78,48335.58,46099.22,74099.44,42586.93,2,1,1,Low,68.99,0,0,0.575,0.425,48116.52,2236.36,0
130057,Retail,Sharqia,9,6,1925581.13,1102707.23,822873.9,804433.34,180997.5,175670.7,269581.36,154379.01,4,0,0,Medium,42.24,2,0,0.573,0.427,320930.19,5326.81,0
130058,Pharmacy,Giza,3,8,1442214.81,532473.86,909740.96,837315.18,188395.92,182066.2,201910.07,74546.34,0,0,2,Low,47.34,2,0,0.369,0.631,180276.85,6329.71,0
130059,Restaurant,Cairo,4,12,445423.4,305480.25,139943.15,127744.39,28742.49,24111.86,62359.28,42767.23,1,0,2,Medium,26.44,0,0,0.686,0.314,37118.62,4630.63,1
130060,Construction,Dakahlia,1,2,465086.45,325179.58,139906.86,121779.79,27400.45,27211.03,65112.1,45525.14,1,0,0,High,80.86,0,0,0.699,0.301,232543.22,189.42,0
130061,Import/Export,Monufia,0,29,1245793.9,1042186.9,203607.0,182665.71,41099.79,40357.42,174411.15,145906.17,0,0,0,High,64.41,0,0,0.837,0.163,42958.41,742.36,0
130062,Import/Export,Sharqia,12,10,899965.07,568959.62,331005.45,292304.69,65768.56,64036.3,125995.11,79654.35,0,2,0,High,19.58,0,0,0.632,0.368,89996.51,1732.25,0
130063,Education,Giza,8,3,1287046.94,776469.65,510577.3,433991.1,97648.0,97321.07,180186.57,108705.75,0,1,2,Low,31.16,0,0,0.603,0.397,429015.65,326.93,0
130064,Import/Export,Giza,8,9,437182.11,193136.06,244046.05,224552.38,50524.28,49136.95,61205.5,27039.05,2,4,0,High,2.87,1,0,0.442,0.558,48575.79,1387.34,0
130065,Manufacturing,Assiut,5,3,430101.95,281602.72,148499.23,133856.72,30117.76,26563.63,60214.27,39424.38,0,1,0,Medium,42.39,3,0,0.655,0.345,143367.32,3554.13,1
130066,Retail,Giza,9,8,486716.84,302108.36,184608.48,171990.72,38697.91,36563.78,68140.36,42295.17,1,0,1,Medium,30.29,0,0,0.621,0.379,60839.6,2134.13,0
130067,Pharmacy,Assiut,4,18,7978737.25,3946091.22,4032646.03,3690821.71,830434.88,830434.88,1117023.22,552452.77,1,0,0,Low,61.05,0,0,0.495,0.505,443263.18,0.0,0
130068,Pharmacy,Sohag,7,6,1746413.64,1366627.32,379786.32,334789.57,75327.65,73625.19,244497.91,191327.82,0,1,0,Low,57.55,0,0,0.783,0.217,291068.94,1702.46,0
130069,Construction,Monufia,15,7,1282688.65,1060123.05,222565.6,222328.37,50023.88,49665.04,179576.41,148417.23,0,1,2,High,31.43,4,0,0.826,0.174,183241.24,358.84,0
130070,Pharmacy,Assiut,5,4,2922732.05,2018231.37,904500.68,859697.73,193431.99,182399.98,409182.49,282552.39,1,0,1,Low,29.0,0,0,0.691,0.309,730683.01,11032.01,0
130071,Pharmacy,Sharqia,8,22,1316979.41,894237.85,422741.56,411621.42,92614.82,90608.88,184377.12,125193.3,1,0,0,Low,28.25,0,0,0.679,0.321,59862.7,2005.93,0
130072,Unknown,Unknown,13,6,655753.29,441269.63,214483.66,205927.68,46333.73,43798.4,91805.46,61777.75,0,0,0,High,38.52,0,1,0.673,0.327,109292.21,2535.32,1
130073,Construction,Cairo,9,24,6156009.13,5714504.92,441504.21,432940.76,97411.67,97155.65,861841.28,800030.69,0,0,0,High,48.71,1,0,0.928,0.072,256500.38,256.02,0
130074,Retail,Dakahlia,0,6,2554590.32,2063857.23,490733.09,447648.76,100720.97,99824.69,357642.64,288940.01,0,0,0,Medium,7.85,2,0,0.808,0.192,425765.05,896.28,0
130075,Retail,Sohag,9,10,953891.66,429434.49,524457.17,486255.79,109407.55,100427.97,133544.83,60120.83,0,0,1,Medium,55.75,0,0,0.45,0.55,95389.17,8979.58,0
130076,Pharmacy,Giza,4,8,814500.65,357988.71,456511.94,438993.73,98773.59,95392.1,114030.09,50118.42,1,0,3,Low,71.02,0,0,0.44,0.56,101812.58,3381.49,0
130077,IT,Dakahlia,5,17,334219.42,126549.01,207670.41,195537.9,43996.03,43294.37,46790.72,17716.86,2,1,1,Low,84.71,1,0,0.379,0.621,19659.97,701.66,0
130078,IT,Alex,7,8,546782.73,344046.52,202736.21,198073.98,44566.65,43108.35,76549.58,48166.51,0,1,1,Low,68.16,1,0,0.629,0.371,68347.84,1458.29,0
130079,Manufacturing,Monufia,4,13,342158.53,121399.84,220758.69,208942.56,47012.08,45565.92,47902.19,16995.98,0,1,0,Medium,33.4,0,0,0.355,0.645,26319.89,1446.15,0
130080,Import/Export,Dakahlia,9,7,1641198.65,1005564.58,635634.07,620722.45,139662.55,136836.12,229767.81,140779.04,0,0,3,High,50.79,1,0,0.613,0.387,234456.95,2826.43,0
130081,Healthcare,Giza,7,18,1463021.63,1316995.11,146026.52,143137.49,32205.94,30329.4,204823.03,184379.32,0,1,0,Low,35.15,0,0,0.9,0.1,81278.98,1876.53,1
130082,Restaurant,Monufia,9,6,3465557.26,3030398.56,435158.7,433669.7,97575.68,95459.56,485178.02,424255.8,0,0,2,Medium,6.42,0,0,0.874,0.126,577592.88,2116.12,0
130083,Unknown,Unknown,5,13,1863347.47,675688.88,1187658.59,1015448.88,228476.0,228476.0,260868.65,94596.44,0,0,1,Medium,38.52,0,0,0.363,0.637,143334.42,0.0,0
130084,IT,Giza,4,12,3150946.47,2079396.32,1071550.14,917707.22,206484.12,203777.93,441132.51,291115.48,0,1,1,Low,68.8,0,0,0.66,0.34,262578.87,2706.2,0
130085,Retail,Sohag,7,2,2405979.46,2046074.45,359905.02,315675.14,71026.91,68833.27,336837.12,286450.42,0,0,2,Medium,55.26,0,0,0.85,0.15,1202989.73,2193.64,0
130086,Education,Sohag,7,14,2136679.46,1320170.5,816508.96,732877.31,164897.39,159136.92,299135.12,184823.87,2,1,1,Low,57.66,1,1,0.618,0.382,152619.96,5760.48,1
130087,Import/Export,Giza,0,9,1138621.48,645285.85,493335.63,426297.84,95917.02,95205.38,159407.01,90340.02,0,0,0,High,72.84,0,0,0.567,0.433,126513.5,711.64,0
130088,Manufacturing,Alex,0,13,1099166.02,399157.79,700008.23,612898.83,137902.24,135180.03,153883.24,55882.09,1,0,0,Medium,14.39,0,0,0.363,0.637,84551.23,2722.2,0
130089,Restaurant,Giza,4,8,1648890.61,1372968.29,275922.32,259326.15,58348.38,57777.23,230844.69,192215.56,1,1,0,Medium,16.28,2,0,0.833,0.167,206111.33,571.15,0
130090,Construction,Alex,14,22,310567.23,278070.37,32496.87,29406.03,6616.36,6484.48,43479.41,38929.85,0,0,2,High,18.19,1,0,0.895,0.105,14116.69,131.88,0
130091,IT,Assiut,7,9,1103973.62,814791.37,289182.26,289092.11,65045.73,63323.21,154556.31,114070.79,0,0,0,Low,62.96,0,0,0.738,0.262,122663.74,1722.52,0
130092,Pharmacy,Cairo,1,2,1143526.1,459065.44,684460.66,635891.5,143075.59,138595.02,160093.65,64269.16,0,0,1,Low,81.82,0,0,0.401,0.599,571763.05,4480.57,0
130093,Restaurant,Sharqia,7,8,1381522.66,724774.3,656748.36,635831.0,143061.98,140364.8,193413.17,101468.4,1,0,2,Medium,55.01,0,0,0.525,0.475,172690.33,2697.17,0
130094,Construction,Giza,8,8,1253922.9,720511.95,533410.95,524022.36,117905.03,101719.52,175549.21,100871.67,0,1,0,High,26.32,1,0,0.575,0.425,156740.36,16185.51,1
130095,Healthcare,Dakahlia,15,9,771852.33,403034.77,368817.56,316715.81,71261.06,70991.62,108059.33,56424.87,1,0,0,Low,5.32,2,0,0.522,0.478,85761.37,269.44,0
130096,IT,Sharqia,0,12,641105.85,470784.53,170321.32,159278.37,35837.63,35456.73,89754.82,65909.83,3,0,1,Low,30.99,0,0,0.734,0.266,53425.49,380.9,0
130097,Import/Export,Sharqia,5,21,792076.98,401724.71,390352.27,332578.71,74830.21,74414.88,110890.78,56241.46,2,0,1,High,36.98,0,0,0.507,0.493,37717.95,415.33,0
130098,Restaurant,Monufia,2,6,2457532.33,2266352.36,191179.98,180542.16,40621.99,40173.16,344054.53,317289.33,1,0,2,Medium,48.35,0,0,0.922,0.078,409588.72,448.83,0
130099,Restaurant,Cairo,0,12,2536545.05,2218032.92,318512.13,292580.32,65830.57,65830.57,355116.31,310524.61,0,2,1,Medium,21.58,1,0,0.874,0.126,211378.75,0.0,0
130100,Restaurant,Assiut,12,3,446811.36,395694.87,51116.49,49125.25,11053.18,10992.12,62553.59,55397.28,1,1,2,Medium,60.11,1,0,0.886,0.114,148937.12,61.06,0
130101,Healthcare,Sohag,6,3,2735183.99,1199149.87,1536034.12,1309689.24,294680.08,287196.16,382925.76,167880.98,1,1,0,Low,47.77,1,0,0.438,0.562,911728.0,7483.92,0
130102,Pharmacy,Giza,3,9,997486.69,533211.37,464275.32,422618.24,95089.1,92476.15,139648.14,74649.59,1,0,0,Low,40.29,0,0,0.535,0.465,110831.85,2612.95,0
130103,Construction,Sharqia,16,20,1618505.05,1482151.6,136353.44,116069.85,26115.72,25808.5,226590.71,207501.22,1,2,2,High,38.77,0,0,0.916,0.084,80925.25,307.22,0
130104,Import/Export,Sharqia,1,9,803317.69,681744.84,121572.84,119538.27,26896.11,25841.74,112464.48,95444.28,0,0,2,High,5.24,0,0,0.849,0.151,89257.52,1054.37,0
130105,Retail,Sohag,19,8,1590359.96,862413.06,727946.9,665935.9,149835.58,148924.67,222650.4,120737.83,1,1,1,Medium,59.63,0,0,0.542,0.458,198795.0,910.91,0
130106,Construction,Giza,12,19,667235.46,364622.04,302613.43,287472.66,64681.35,64274.89,93412.97,51047.09,0,0,0,High,19.7,0,0,0.546,0.454,35117.66,406.46,0
130107,Construction,Sohag,5,19,1911261.1,1750238.51,161022.59,141290.4,31790.34,30277.63,267576.55,245033.39,0,1,1,High,46.26,0,0,0.916,0.084,100592.69,1512.71,0
130108,Pharmacy,Giza,8,5,2012757.0,1646690.15,366066.85,331687.74,74629.74,73984.12,281785.98,230536.62,0,1,1,Low,55.11,0,0,0.818,0.182,402551.4,645.62,0
130109,Construction,Dakahlia,12,14,1112161.93,575018.69,537143.24,476467.23,107205.13,106064.54,155702.67,80502.62,1,0,1,High,13.52,1,0,0.517,0.483,79440.14,1140.59,0
130110,Retail,Monufia,10,8,1471256.69,1237385.33,233871.37,207223.98,46625.39,46169.43,205975.94,173233.95,0,0,1,Medium,29.51,0,0,0.841,0.159,183907.09,455.97,0
130111,Import/Export,Sohag,7,6,984938.16,665931.73,319006.43,295640.87,66519.2,65334.77,137891.34,93230.44,1,0,0,High,17.12,2,1,0.676,0.324,164156.36,1184.43,0
130112,IT,Dakahlia,12,11,722991.02,382235.42,340755.61,301827.97,67911.29,66511.64,101218.74,53512.96,2,0,1,Low,21.26,1,1,0.529,0.471,65726.46,1399.65,0
130113,Import/Export,Dakahlia,12,35,305633.48,218597.93,87035.55,77957.05,17540.34,15805.52,42788.69,30603.71,0,0,0,High,81.05,0,1,0.715,0.285,8732.39,1734.82,1
130114,Restaurant,Assiut,11,42,510194.45,420956.62,89237.83,83429.26,18771.58,17962.39,71427.22,58933.93,0,0,2,Medium,56.19,0,0,0.825,0.175,12147.49,809.19,0
130115,Restaurant,Cairo,7,7,993757.4,811201.56,182555.85,163773.6,36849.06,36711.33,139126.04,113568.22,1,0,0,Medium,53.89,0,0,0.816,0.184,141965.34,137.73,0
130116,Restaurant,Alex,16,7,898734.15,427411.38,471322.76,409595.88,92159.07,92159.07,125822.78,59837.59,0,0,0,Medium,15.75,2,0,0.476,0.524,128390.59,0.0,0
130117,Healthcare,Sharqia,0,5,1769774.48,1420303.36,349471.12,327722.37,73737.53,69545.1,247768.43,198842.47,1,0,1,Low,64.02,1,0,0.803,0.197,353954.9,4192.43,0
130118,Restaurant,Dakahlia,7,6,992783.38,427658.85,565124.53,534288.26,120214.86,118352.14,138989.67,59872.24,4,0,2,Medium,50.2,0,1,0.431,0.569,165463.9,1862.72,0
130119,IT,Sharqia,13,4,1059692.41,957603.96,102088.45,98490.1,22160.27,19130.22,148356.94,134064.55,0,0,2,Low,41.55,0,1,0.904,0.096,264923.1,3030.05,1
130120,Pharmacy,Dakahlia,9,7,694404.74,421258.41,273146.33,269558.65,60650.7,60650.7,97216.66,58976.18,1,0,0,Low,65.04,2,0,0.607,0.393,99200.68,0.0,0
130121,Import/Export,Cairo,3,2,1728802.69,1607738.44,121064.25,109273.66,24586.57,23987.01,242032.38,225083.38,1,0,1,High,13.51,0,0,0.93,0.07,864401.34,599.56,0
130122,IT,Monufia,2,13,5688874.74,2699589.1,2989285.64,2793678.08,628577.57,618276.07,796442.46,377942.47,1,0,1,Low,47.85,0,0,0.475,0.525,437605.75,10301.5,0
130123,Construction,Giza,3,10,1475376.35,696319.2,779057.15,678363.89,152631.87,151515.45,206552.69,97484.69,0,0,0,High,50.13,0,0,0.472,0.528,147537.64,1116.43,0
130124,Restaurant,Giza,2,18,1659055.69,600203.84,1058851.85,978294.82,220116.33,214855.34,232267.8,84028.54,1,0,1,Medium,18.14,1,0,0.362,0.638,92169.76,5261.0,0
130125,Retail,Monufia,18,25,878229.02,744251.1,133977.92,116794.73,26278.82,24884.57,122952.06,104195.15,1,1,1,Medium,19.87,0,0,0.847,0.153,35129.16,1394.25,1
130126,Construction,Sohag,10,5,347153.19,205072.58,142080.61,134957.17,30365.36,29508.71,48601.45,28710.16,0,0,0,High,35.34,2,0,0.591,0.409,69430.64,856.65,0
130127,Retail,Dakahlia,8,34,1364835.71,690762.55,674073.15,653313.29,146995.49,144384.79,191077.0,96706.76,2,0,2,Medium,26.21,0,0,0.506,0.494,40142.23,2610.7,0
130128,Restaurant,Monufia,0,5,727149.6,272385.63,454763.97,419029.25,94281.58,93299.5,101800.94,38133.99,3,0,1,Medium,50.04,0,0,0.375,0.625,145429.92,982.08,0
130129,Education,Assiut,12,4,739407.38,308256.3,431151.08,374199.34,84194.85,84146.48,103517.03,43155.88,0,0,2,Low,13.94,0,0,0.417,0.583,184851.84,48.37,0
130130,Retail,Monufia,16,5,2656675.3,2096089.99,560585.31,543840.8,122364.18,117418.07,371934.54,293452.6,2,0,2,Medium,85.72,1,1,0.789,0.211,531335.06,4946.1,0
130131,Pharmacy,Monufia,20,21,2042457.59,1584050.65,458406.94,427751.24,96244.03,92839.92,285944.06,221767.09,0,0,1,Low,20.44,0,0,0.776,0.224,97259.89,3404.11,0
130132,IT,Sohag,2,18,4294272.41,2947392.91,1346879.5,1295690.4,291530.34,275058.5,601198.14,412635.01,1,1,0,Low,27.68,2,0,0.686,0.314,238570.69,16471.84,1
130133,IT,Monufia,0,14,907372.12,324339.63,583032.49,505116.39,113651.19,113299.86,127032.1,45407.55,2,1,2,Low,13.71,1,0,0.357,0.643,64812.29,351.33,0
130134,Pharmacy,Assiut,8,8,1851848.42,1701527.66,150320.76,148202.61,33345.59,33171.87,259258.78,238213.87,0,0,1,Low,85.51,1,1,0.919,0.081,231481.05,173.72,0
130135,Construction,Sharqia,1,23,3504655.04,2854604.92,650050.12,559547.29,125898.14,114870.77,490651.71,399644.69,1,1,0,High,45.83,1,1,0.815,0.185,152376.31,11027.37,1
130136,Pharmacy,Sharqia,9,13,2035811.77,1808378.21,227433.56,215901.55,48577.85,46951.78,285013.65,253172.95,2,0,0,Low,25.01,1,0,0.888,0.112,156600.91,1626.07,0
130137,Retail,Assiut,7,13,629690.38,512191.01,117499.37,109707.91,24684.28,23663.64,88156.65,71706.74,2,1,0,Medium,19.33,0,0,0.813,0.187,48437.72,1020.64,0
130138,Healthcare,Monufia,7,10,664803.74,498712.34,166091.4,142660.04,32098.51,30901.7,93072.52,69819.73,1,0,0,Low,43.39,1,0,0.75,0.25,66480.37,1196.81,0
130139,IT,Cairo,13,17,611014.55,444618.3,166396.26,145112.72,32650.36,32337.67,85542.04,62246.56,0,0,0,Low,54.72,0,0,0.728,0.272,35942.03,312.69,0
130140,IT,Cairo,6,22,719672.65,654471.47,65201.18,62287.9,14014.78,13746.08,100754.17,91626.01,3,0,0,Low,64.65,0,1,0.909,0.091,32712.39,268.69,0
130141,Education,Sharqia,3,21,3637732.77,3231761.68,405971.09,375105.62,84398.76,80557.07,509282.59,452446.63,1,0,0,Low,49.99,0,0,0.888,0.112,173225.37,3841.69,1
130142,Manufacturing,Sohag,3,11,433083.79,369180.7,63903.09,61806.2,13906.39,13587.32,60631.73,51685.3,1,1,0,Medium,23.47,0,0,0.852,0.148,39371.25,319.07,0
130143,IT,Assiut,3,5,4062798.29,1607275.41,2455522.88,2346332.29,527924.76,498239.0,568791.76,225018.56,1,0,1,Low,37.5,1,0,0.396,0.604,812559.66,29685.77,0
130144,Education,Alex,15,8,1388512.91,1259941.09,128571.83,126654.61,28497.29,25231.76,194391.81,176391.75,0,1,3,Low,34.29,1,0,0.907,0.093,173564.11,3265.53,1
130145,Manufacturing,Cairo,5,9,911459.58,656762.35,254697.22,229399.52,51614.89,51005.67,127604.34,91946.73,0,0,1,Medium,35.14,2,0,0.721,0.279,101273.29,609.22,0
130146,Retail,Dakahlia,3,14,1271642.91,1112261.56,159381.35,153518.98,34541.77,34409.14,178030.01,155716.62,0,0,0,Medium,18.14,0,0,0.875,0.125,90831.64,132.63,0
130147,Import/Export,Monufia,9,9,1170565.33,1095941.36,74623.98,63484.43,14284.0,14091.53,163879.15,153431.79,0,0,3,High,76.53,1,0,0.936,0.064,130062.81,192.47,0
130148,Unknown,Unknown,8,3,1097386.09,754490.44,342895.65,325881.74,73323.39,72612.26,153634.05,105628.66,0,0,2,High,38.52,1,0,0.688,0.312,365795.36,711.13,0
130149,Healthcare,Monufia,7,17,1618161.22,818185.04,799976.18,788500.95,177412.71,174523.04,226542.57,114545.91,1,0,2,Low,67.63,0,0,0.506,0.494,95185.95,2889.68,0
130150,Restaurant,Dakahlia,4,9,615041.33,404449.84,210591.49,193426.72,43521.01,41238.35,86105.79,56622.98,1,0,0,Medium,66.79,2,0,0.658,0.342,68337.93,2282.67,1
130151,Restaurant,Giza,0,8,11348797.15,4459449.85,6889347.29,6588982.91,1482521.15,1467552.51,1588831.6,624322.98,1,2,0,Medium,50.82,2,0,0.393,0.607,1418599.64,14968.64,0
130152,Restaurant,Sohag,9,5,3192937.07,1833640.93,1359296.14,1179198.71,265319.71,262233.79,447011.19,256709.73,2,1,1,Medium,37.16,2,0,0.574,0.426,638587.41,3085.92,0
130153,Healthcare,Cairo,12,14,872403.85,796665.36,75738.49,72738.91,16366.26,15490.61,122136.54,111533.15,0,0,2,Low,33.4,1,0,0.913,0.087,62314.56,875.64,0
130154,Pharmacy,Monufia,6,10,789039.11,318548.3,470490.81,455306.11,102443.88,99216.01,110465.47,44596.76,0,0,0,Low,27.82,0,0,0.404,0.596,78903.91,3227.87,0
130155,Retail,Dakahlia,16,22,1119909.25,1030923.59,88985.67,86506.66,19464.0,18882.02,156787.3,144329.3,0,1,2,Medium,18.05,0,0,0.921,0.079,50904.97,581.98,0
130156,Manufacturing,Alex,6,20,717331.75,264126.72,453205.03,404005.36,90901.21,88357.42,100426.45,36977.74,0,1,1,Medium,67.01,0,0,0.368,0.632,35866.59,2543.79,0
130157,Pharmacy,Alex,11,3,1070717.47,615477.51,455239.97,431415.3,97068.44,95269.63,149900.45,86166.85,1,0,1,Low,20.5,0,0,0.575,0.425,356905.82,1798.81,0
130158,Restaurant,Monufia,0,3,615380.31,577660.46,37719.85,32442.5,7299.56,7059.84,86153.24,80872.46,2,0,0,Medium,83.92,0,0,0.939,0.061,205126.77,239.72,0
130159,Healthcare,Sohag,11,2,809976.5,363360.07,446616.43,385804.09,86805.92,86805.92,113396.71,50870.41,1,1,0,Low,41.65,0,0,0.449,0.551,404988.25,0.0,0
130160,Manufacturing,Cairo,3,25,2056925.1,833550.04,1223375.06,1057045.07,237835.14,227322.62,287969.51,116697.0,0,1,0,Medium,20.02,0,0,0.405,0.595,82277.0,10512.52,0
130161,Education,Cairo,5,8,1508387.97,984473.82,523914.15,468171.93,105338.68,100114.58,211174.32,137826.33,0,0,1,Low,73.09,1,0,0.653,0.347,188548.5,5224.1,0
130162,Pharmacy,Assiut,3,19,598613.74,450181.51,148432.23,143072.96,32191.42,31084.83,83805.92,63025.41,0,0,1,Low,17.77,0,0,0.752,0.248,31505.99,1106.59,0
130163,Manufacturing,Cairo,12,5,4181093.48,3531810.92,649282.56,579059.49,130288.39,127111.41,585353.09,494453.53,1,0,3,Medium,24.57,0,0,0.845,0.155,836218.7,3176.98,0
130164,IT,Dakahlia,0,12,472014.75,203383.36,268631.4,248630.01,55941.75,54781.62,66082.07,28473.67,0,0,0,Low,26.38,0,0,0.431,0.569,39334.56,1160.13,0
130165,Pharmacy,Assiut,6,23,788349.46,657191.8,131157.67,116770.49,26273.36,25341.74,110368.92,92006.85,0,0,0,Low,16.86,1,0,0.834,0.166,34276.06,931.62,0
130166,Retail,Dakahlia,2,3,927194.17,533126.22,394067.95,371053.93,83487.14,81075.89,129807.18,74637.67,1,1,0,Medium,67.06,1,0,0.575,0.425,309064.72,2411.24,0
130167,Unknown,Unknown,8,2,4090890.79,1828245.03,2262645.75,2028638.82,456443.73,430489.73,572724.71,255954.3,0,0,0,Low,38.52,0,1,0.447,0.553,2045445.39,25954.01,0
130168,Import/Export,Giza,11,5,1295534.29,876534.46,418999.82,367533.45,82695.03,81450.65,181374.8,122714.82,1,0,0,High,41.78,0,0,0.677,0.323,259106.86,1244.38,0
130169,Restaurant,Sohag,11,32,1039972.0,579153.47,460818.53,410580.99,92380.72,89450.16,145596.08,81081.49,4,1,1,Medium,76.02,0,0,0.557,0.443,32499.13,2930.56,0
130170,Unknown,Unknown,10,14,4185852.15,2847273.02,1338579.13,1200982.46,270221.05,227289.56,586019.3,398618.22,2,0,0,High,38.52,0,1,0.68,0.32,298989.44,42931.5,1
130171,Restaurant,Assiut,5,13,4175896.86,3620368.79,555528.07,534327.27,120223.64,119075.08,584625.56,506851.63,0,0,0,Medium,38.57,0,0,0.867,0.133,321222.84,1148.56,0
130172,Retail,Dakahlia,1,17,837833.33,672364.7,165468.63,155198.48,34919.66,30029.17,117296.67,94131.06,3,1,2,Medium,16.84,0,0,0.803,0.197,49284.31,4890.49,1
130173,Retail,Giza,1,3,661968.23,427554.93,234413.31,203661.17,45823.76,44159.86,92675.55,59857.69,1,0,0,Medium,7.64,0,0,0.646,0.354,220656.08,1663.9,0
130174,Healthcare,Sohag,0,21,2626510.09,2175928.49,450581.6,412638.6,92843.69,90392.4,367711.41,304629.99,2,0,1,Low,8.36,0,0,0.828,0.172,125071.91,2451.29,0
130175,Import/Export,Cairo,14,18,2750159.65,1824923.01,925236.64,847507.78,190689.25,181235.34,385022.35,255489.22,0,0,1,High,13.5,0,0,0.664,0.336,152786.65,9453.91,0
130176,Unknown,Unknown,1,16,732081.77,418744.89,313336.89,304162.74,68436.62,65765.98,102491.45,58624.28,1,0,1,Medium,38.52,1,1,0.572,0.428,45755.11,2670.63,0
130177,Import/Export,Giza,7,13,1757224.1,1620010.28,137213.83,120822.7,27185.11,26664.72,246011.37,226801.44,1,0,2,High,35.04,1,0,0.922,0.078,135171.08,520.39,0
130178,Education,Monufia,6,7,507654.14,215278.68,292375.46,273596.2,61559.15,61261.64,71071.58,30139.01,3,0,1,Low,53.69,2,0,0.424,0.576,72522.02,297.5,0
130179,IT,Cairo,12,12,1375739.74,957599.83,418139.91,372548.59,83823.43,83657.43,192603.56,134063.98,1,1,1,Low,45.93,2,0,0.696,0.304,114644.98,166.0,0
130180,IT,Cairo,11,26,740645.08,414111.7,326533.39,307356.48,69155.21,66532.77,103690.31,57975.64,0,0,1,Low,52.32,0,0,0.559,0.441,28486.35,2622.44,0
130181,Import/Export,Sharqia,3,16,2978845.68,2400572.26,578273.43,517469.39,116430.61,89826.63,417038.4,336080.12,1,1,1,High,50.83,0,0,0.806,0.194,186177.86,26603.98,1
130182,Construction,Sharqia,7,16,860141.66,451251.42,408890.24,380286.76,85564.52,83993.61,120419.83,63175.2,0,0,3,High,25.09,1,0,0.525,0.475,53758.85,1570.91,0
130183,Import/Export,Monufia,17,50,1326340.44,576957.55,749382.9,714559.66,160775.92,158878.18,185687.66,80774.06,0,0,0,High,35.94,0,0,0.435,0.565,26526.81,1897.74,0
130184,Restaurant,Assiut,6,5,3036262.7,1979126.14,1057136.56,1007899.43,226777.37,182351.05,425076.78,277077.66,2,0,4,Medium,35.05,0,0,0.652,0.348,607252.54,44426.33,1
130185,IT,Monufia,6,7,717707.37,263634.35,454073.02,451269.16,101535.56,100158.87,100479.03,36908.81,0,0,1,Low,65.45,1,0,0.367,0.633,102529.62,1376.69,0
130186,Unknown,Unknown,8,16,1078339.25,848796.19,229543.05,214589.46,48282.63,47422.82,150967.49,118831.47,0,1,1,High,38.52,1,0,0.787,0.213,67396.2,859.8,0
130187,Restaurant,Alex,10,6,522641.02,324749.61,197891.41,179936.85,40485.79,37532.53,73169.74,45464.94,1,1,1,Medium,31.09,0,1,0.621,0.379,87106.84,2953.27,0
130188,Retail,Dakahlia,10,9,1077581.18,836713.82,240867.36,239302.57,53843.08,52345.31,150861.37,117139.94,1,0,2,Medium,74.97,1,0,0.776,0.224,119731.24,1497.77,0
130189,Manufacturing,Dakahlia,7,6,2390530.42,865043.09,1525487.33,1487192.53,334618.32,305189.49,334674.26,121106.03,0,1,2,Medium,46.18,0,0,0.362,0.638,398421.74,29428.83,0
130190,Manufacturing,Dakahlia,12,4,2165356.5,1277888.07,887468.43,790497.26,177861.88,171638.66,303149.91,178904.33,3,0,0,Medium,80.85,1,1,0.59,0.41,541339.12,6223.22,0
130191,Restaurant,Dakahlia,3,13,516742.97,203317.27,313425.7,295884.15,66573.93,64373.67,72344.02,28464.42,2,0,1,Medium,53.0,2,0,0.393,0.607,39749.46,2200.26,0
130192,Construction,Giza,12,7,3077525.81,1716153.47,1361372.34,1288246.15,289855.38,283322.51,430853.61,240261.49,0,0,0,High,68.87,0,1,0.558,0.442,439646.54,6532.88,0
130193,Construction,Alex,14,13,1095674.54,891711.87,203962.67,189203.73,42570.84,42570.84,153394.44,124839.66,1,0,0,High,19.75,0,0,0.814,0.186,84282.66,0.0,0
130194,Import/Export,Sohag,6,43,867605.78,821944.03,45661.75,40535.28,9120.44,8328.83,121464.81,115072.16,2,0,1,High,62.37,0,0,0.947,0.053,20176.88,791.61,1
130195,Restaurant,Alex,20,10,918810.38,604801.87,314008.51,275797.05,62054.34,59979.81,128633.45,84672.26,1,0,3,Medium,28.51,0,0,0.658,0.342,91881.04,2074.53,0
130196,Retail,Cairo,3,4,3234444.9,1409823.06,1824621.84,1636209.86,368147.22,348716.84,452822.29,197375.23,1,0,0,Medium,19.35,0,0,0.436,0.564,808611.23,19430.37,1
130197,Import/Export,Monufia,2,22,1012357.6,367729.73,644627.87,579027.4,130281.17,127247.63,141730.06,51482.16,2,0,2,High,31.85,0,0,0.363,0.637,46016.25,3033.54,0
130198,Restaurant,Dakahlia,12,3,980837.94,885007.9,95830.04,92982.43,20921.05,20521.4,137317.31,123901.11,2,2,0,Medium,50.87,2,0,0.902,0.098,326945.98,399.64,1
130199,Education,Alex,10,8,1685828.21,714170.46,971657.75,873569.44,196553.12,188716.85,236015.95,99983.86,0,0,0,Low,32.59,0,0,0.424,0.576,210728.53,7836.27,0
